id;datasetid;datasetname;type;modified;language;license;rightsholder;accessrights;bibliographiccitation;references;institutionid;institutioncode;ownerinstitutioncode;basisofrecord;informationwithheld;datageneralizations;scientificname;taxonrank;ocurrenceid;catalognumber;othercatalognumbers;recordedby;organismquantity;organismquantitytype;sex;lifestage;reproductivecondition;behaviour;establishmentmeans;occurrencestatus;occurrenceremarks;parenteventid;eventid;yeareventdate;montheventdate;dayeventdate;verbatimeventdate;eventtime;samplingprotocol;samplingsizevalue;samplingsizeunit;samplingeffort;habitat;stateprovince;county;municipality;waterbody;island;minimumdepthinmeters;maximumdepthinmeters;minimumelevationinmeters;maximumelevationinmeters;georeferenceremarks;identifiedby;dateidentified;identverificationstatus;identificationremarks;geodeticdatum;decimallatitude;decimalLongitude;country
8d4c8ef3-1bfb-4a01-ad31-081c75826c52;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/8d4c8ef3-1bfb-4a01-ad31-081c75826c52;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;8d4c8ef3-1bfb-4a01-ad31-081c75826c52;LEP000519;;Oscar Moreno;;;;;;;;;Monasterio et al., 2015;;;2013;7;28;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;770;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
6c0b24b1-3a19-4f31-aec5-7de3e502c5c8;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/6c0b24b1-3a19-4f31-aec5-7de3e502c5c8;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;6c0b24b1-3a19-4f31-aec5-7de3e502c5c8;LEP000520;;Oscar Moreno;;;;;;;;;Monasterio et al., 2015;;;2013;7;28;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;554;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
aa1bda2a-84b9-4f89-a1bd-c7c45c266c74;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/aa1bda2a-84b9-4f89-a1bd-c7c45c266c74;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;aa1bda2a-84b9-4f89-a1bd-c7c45c266c74;LEP000521;;Oscar Moreno;;;;;;;;;Monasterio et al., 2015;;;2014;7;17;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;540;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
64ab53ee-5a56-477e-9efc-66f3d3f7c0fc;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/64ab53ee-5a56-477e-9efc-66f3d3f7c0fc;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;64ab53ee-5a56-477e-9efc-66f3d3f7c0fc;LEP000523;;Oscar Moreno;;;;;;;;;Monasterio et al., 2015;;;2014;7;22;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;910;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
0aad6430-bd15-4768-a4ae-a0210893df2f;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/0aad6430-bd15-4768-a4ae-a0210893df2f;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;0aad6430-bd15-4768-a4ae-a0210893df2f;LEP000524;;Oscar Moreno;;;;;;;;;Monasterio et al., 2015;;;2014;7;28;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;540;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
87e3e8c4-a64f-44b8-94cf-33e38fc83e5b;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/87e3e8c4-a64f-44b8-94cf-33e38fc83e5b;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;87e3e8c4-a64f-44b8-94cf-33e38fc83e5b;LEP000525;;Oscar Moreno;;;;;;;;;Monasterio et al., 2015;;;2014;7;28;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;540;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
4ef67e51-8abc-42f4-90b9-94266f5ead2f;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/4ef67e51-8abc-42f4-90b9-94266f5ead2f;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;4ef67e51-8abc-42f4-90b9-94266f5ead2f;LEP000527;;Y. Monasterio & R. Escobés;;;;;;;;;Monasterio et al., 2015;;;2014;7;13;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;794;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
fb7cd6aa-ef97-4c10-8e6f-3bdbcb7da1ca;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/fb7cd6aa-ef97-4c10-8e6f-3bdbcb7da1ca;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;fb7cd6aa-ef97-4c10-8e6f-3bdbcb7da1ca;LEP000529;;Y. Monasterio & R. Escobés;;;;;;;;;Monasterio et al., 2015;;;2014;7;13;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;835;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
47df01f3-8343-4f6d-ac9d-f40ef7312764;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/47df01f3-8343-4f6d-ac9d-f40ef7312764;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;47df01f3-8343-4f6d-ac9d-f40ef7312764;LEP000530;;Y. Monasterio & R. Escobés;;;;;;;;;Monasterio et al., 2015;;;2014;7;13;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;835;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
8f77a299-c89d-4842-8163-88b63123718e;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/8f77a299-c89d-4842-8163-88b63123718e;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;8f77a299-c89d-4842-8163-88b63123718e;LEP000531;;Y. Monasterio & R. Escobés;;;;;;;;;Monasterio et al., 2015;;;2014;7;13;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;835;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
738dc8c8-fdc1-4fab-a5df-024da9b68a2a;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/738dc8c8-fdc1-4fab-a5df-024da9b68a2a;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;738dc8c8-fdc1-4fab-a5df-024da9b68a2a;LEP000532;;Y. Monasterio & R. Escobés;;;;;;;;;Monasterio et al., 2015;;;2014;7;13;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;835;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
8636a1a4-fa70-4a4e-930a-99723a7bc162;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/8636a1a4-fa70-4a4e-930a-99723a7bc162;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;8636a1a4-fa70-4a4e-930a-99723a7bc162;LEP000533;;Y. Monasterio & R. Escobés;;;;;;;;;Monasterio et al., 2015;;;2014;7;13;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;856;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
7d749b28-dfd5-467d-8b36-436b2ec0ed02;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/7d749b28-dfd5-467d-8b36-436b2ec0ed02;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;7d749b28-dfd5-467d-8b36-436b2ec0ed02;LEP000534;;Y. Monasterio & R. Escobés;;;;;;;;;Monasterio et al., 2015;;;2014;7;13;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;574;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
97102664-86ec-4b4e-8270-a34210b829db;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/97102664-86ec-4b4e-8270-a34210b829db;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;97102664-86ec-4b4e-8270-a34210b829db;LEP000535;;Francisco Murciego;;;;;;;;;Gómez de Aizpúrua, 1970.;;;1969;7;10;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
c4481f31-7dd9-4a0f-84cc-68c794a0f21d;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/c4481f31-7dd9-4a0f-84cc-68c794a0f21d;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;c4481f31-7dd9-4a0f-84cc-68c794a0f21d;LEP000536;;Francisco Murciego;;;;;;;;;Gómez de Aizpúrua, 1970.;;;1962;7;17;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
19eb44fb-f2d0-49fe-80ea-935ae8019746;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/19eb44fb-f2d0-49fe-80ea-935ae8019746;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;19eb44fb-f2d0-49fe-80ea-935ae8019746;LEP000537;;Francisco Murciego;;;;;;;;;Gómez Bustillo, 1974;;;1969;7;10;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;800;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
4d54f2f6-391b-4636-8c43-4bc73ad0444b;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/4d54f2f6-391b-4636-8c43-4bc73ad0444b;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;4d54f2f6-391b-4636-8c43-4bc73ad0444b;LEP000538;;;;;;;;;;;Gómez de Aizpúrua, 1983;;;1983;7;10;El año de recolección del dato es probablemente anterior.;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;937;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
24c54a46-7acd-4434-aef6-67a6d28c18d2;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/24c54a46-7acd-4434-aef6-67a6d28c18d2;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;24c54a46-7acd-4434-aef6-67a6d28c18d2;LEP000539;;;;;;;;;;;Gómez de Aizpúrua, 1988a;;;1988;;;El año de recolección del dato es probablemente anterior.;;;;;;;;;;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
be085d27-136c-4166-9bef-8c72642ac069;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/be085d27-136c-4166-9bef-8c72642ac069;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;be085d27-136c-4166-9bef-8c72642ac069;LEP000540;;;;;;;;;;;García-Barros et al., 2004;;;1976;7;3;;;;;;;;;;;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
98bbb3d5-9085-4931-a2fc-9e8cad4bf098;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/98bbb3d5-9085-4931-a2fc-9e8cad4bf098;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;98bbb3d5-9085-4931-a2fc-9e8cad4bf098;LEP000541;;;;;;;;;;;Fernández-Rubio, 1982;;;1970;7;;;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
57946ac3-1ccb-4297-b84f-089d22d430ec;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/57946ac3-1ccb-4297-b84f-089d22d430ec;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;57946ac3-1ccb-4297-b84f-089d22d430ec;LEP000542;;;;;;;;;;;Rosas et al., 1992;;;1982;;;El año de recolección del dato es probablemente anterior.;;;;;;;;;;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
7f1b6d7a-3395-400a-9b83-dce29e5de55c;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/7f1b6d7a-3395-400a-9b83-dce29e5de55c;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;7f1b6d7a-3395-400a-9b83-dce29e5de55c;LEP000543;;;;;;;;;;;García-Barros et al., 2004;;;1975;7;12;;;;;;;;;;;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
e4dc3654-d245-432f-9d34-dc28d0e709a8;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/e4dc3654-d245-432f-9d34-dc28d0e709a8;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;e4dc3654-d245-432f-9d34-dc28d0e709a8;LEP000544;;;;;;;;;;;Gómez de Aizpúrua, 1983;;;1983;7;20;El año de recolección del dato es probablemente anterior.;;;;;;;Bizkaia;Arratia-Nerbioi / Arratia-Nervión;Urduña/Orduña;;;;;937;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
914769dd-d18e-49d7-b30d-383738718138;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/914769dd-d18e-49d7-b30d-383738718138;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;914769dd-d18e-49d7-b30d-383738718138;LEP000545;;;;;;;;;;;Viedma & Gómez Bustillo, 1985;;;1985;;;El año de recolección del dato es probablemente anterior.;;;;;;;;;;;;;;;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
779b0eb1-73fd-494f-8fd4-a609a5acd6d8;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/779b0eb1-73fd-494f-8fd4-a609a5acd6d8;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;779b0eb1-73fd-494f-8fd4-a609a5acd6d8;LEP000546;;;;;;;;;;;Domingo, 2018;;;2017;6;2;;;;;;;;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;;;;;765;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
d307eee4-be1e-41a1-b2ef-6debe52d1f69;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/d307eee4-be1e-41a1-b2ef-6debe52d1f69;ejgv;GV;GV;HumanObservation;;;Lopinga achine (Scopoli, 1763);Species;d307eee4-be1e-41a1-b2ef-6debe52d1f69;LEP000547;;;;;;;;;;;Domingo, 2018;;;2017;6;7;;;;;;;;Álava;Arabako Lautada / Llanada Alavesa;Vitoria-Gasteiz;;;;;650;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
27cf7761-4733-4c9c-8d44-5a495c87e460;;Mariposas del País Vasco;Colección de observaciones;2022-03-01 11:12:37.0;spa;CC BY-SA 4.0;Gobierno Vasco;Acceso público####;;https://www.ingurumena.ejgv.euskadi.eus/ac84aBuscadorWar/observaciones/27cf7761-4733-4c9c-8d44-5a495c87e460;ejgv;GV;GV;HumanObservation;;;Parnassius apollo (Linnaeus, 1758);Species;27cf7761-4733-4c9c-8d44-5a495c87e460;LEP000001;;;;;;;;;;;Olano et al., 1989;;;1989;;;El año de recolección del dato es probablemente anterior.;;;;;;;;;;;;;;700;;;;;;;EPSG:4326 WGS84;;;EspaÃ±a
